task,program,pass
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 2) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 2) true) true)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 3) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 3) true) true)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 4) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) true) true)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 2) true) true)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 2) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 0) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 0) true) true)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 3) true) false)),False
39a8645d.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 4) true) true)),False
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black blue) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) true) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) true) black blue) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black blue) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black blue) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_blocks_by_inferred_b $0 false true) false) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_blocks_by_inferred_b $0 true true) true) black blue) false)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) blue) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) blue) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),True
3aa6fb7a.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) blue) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (grid_to_block $1) 3 south true)))))) true)),False
3aa6fb7a.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) false) true) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) false) true) true)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) true) false) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) true) false) true)),True
3c9b0459.json,(lambda (to_original_grid_overlay (reflect (reflect (grid_to_block $0) false) true) false)),True
3c9b0459.json,(lambda (to_original_grid_overlay (reflect (reflect (grid_to_block $0) false) true) true)),True
3c9b0459.json,(lambda (to_original_grid_overlay (reflect (reflect (grid_to_block $0) true) false) false)),True
3c9b0459.json,(lambda (to_original_grid_overlay (reflect (reflect (grid_to_block $0) true) false) true)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (remove_black_b (grid_to_block $0)) false) true) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (remove_black_b (grid_to_block $0)) true) false) false)),True
3c9b0459.json,(lambda (to_min_grid (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) true)),True
3c9b0459.json,(lambda (to_min_grid (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) true)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) (negate_boolean false)) false) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) false) (negate_boolean false)) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) true) (negate_boolean true)) false)),True
3c9b0459.json,(lambda (to_min_grid (reflect (reflect (grid_to_block $0) true) (negate_boolean true)) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) false) false)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) true) true)) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) true) true)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) yellow) true) true)) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (remove_black_b (wrap_block (remove_black_b (grid_to_block $0)) blue true)) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (remove_black_b (grid_to_block $0))) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (remove_black_b (wrap_block (remove_black_b (grid_to_block $0)) blue true)) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (remove_black_b (grid_to_block $0))) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue (negate_boolean false)) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue true) (negate_boolean false))),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (remove_color (grid_to_block $0) blue)) blue true) false)),True
4258a5f9.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (wrap_block (remove_black_b (grid_to_block $1)) blue true))) true false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 2) true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue true) (touches_any_boundary (remove_black_b (grid_to_block $0))))),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_color (grid_to_block $0) black) blue true) false)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_color (grid_to_block $0) black) blue true) true)),True
4258a5f9.json,(lambda (to_original_grid_overlay (wrap_block (remove_black_b (grid_to_block $0)) blue true) (negate_boolean true))),True
4347f46a.json,(lambda (blocks_to_original_grid (map_blocks (find_same_color_blocks $0 false false) (lambda (filter_block_tiles $0 (lambda (is_exterior $0 false))))) false true)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 false))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) false) false)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) true) true)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) blue) false) false)) (lambda (is_exterior $0 true))) false)),False
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) blue) true) true)) (lambda (is_exterior $0 true))) false)),False
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (reflect (reflect (grid_to_block $0) true) false) true) false)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (reflect (reflect (grid_to_block $0) true) true) false) false)) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (remove_black_b (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 true)))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_exterior $0 false))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (merge_blocks (find_same_color_blocks $0 true true) true) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 (is_exterior $0 true)))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 (is_interior $0 true)))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (negate_boolean (is_interior $0 true)))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (merge_blocks (find_blocks_by_inferred_b $0 false false) false) (lambda (is_exterior $0 true))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 false))) (negate_boolean true))),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 true))) (negate_boolean true))),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (lambda (is_exterior $0 false))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (lambda (is_exterior $0 false))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) false) false)) (lambda (is_exterior $0 false))) false)),True
4347f46a.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (reflect (reflect (remove_black_b (grid_to_block $0)) true) true)) (lambda (is_exterior $0 false))) false)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) grey) false)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles (remove_color $0 teal))) false) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles (remove_color $0 invisible))) false) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles (remove_color $0 orange))) false) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles (remove_color $0 green))) false) grey) true)),False
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles (remove_color $0 maroon))) false) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (reflect (reflect (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) grey) false) false) true)),True
48d8fb45.json,(lambda (to_min_grid (filter_block_tiles (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) grey) (lambda (is_exterior $0 false))) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) (is_symmetrical (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true) false)) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (remove_black_b (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false)) grey) true)),True
48d8fb45.json,(lambda (to_min_grid (remove_color (remove_color (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) grey) grey) true)),True
496994bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) true)),True
496994bd.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (reflect (grid_to_block $0) true)) false) true)),True
496994bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) true)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) true)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) true)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean false))),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean true))),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) true)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean false))),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean true))),True
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) true)),True
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) false)),True
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) true)),True
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) true)),True
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) invisible false) (lambda true)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) false)),True
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) black false) (lambda true)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) black false) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) invisible false) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) black false) false)),True
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) black false)) false)),True
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) invisible false)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) false)),True
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) true)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) true)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) true)),True
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) true)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) false)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) true) true) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) false) true) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) true) false) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) false) false) 3 north true) false)),True
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 north true)) true)),True
4c4377d9.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 north true)) true)),True
4c4377d9.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true))) true)),True
4c4377d9.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 north true)) false)),True
4c4377d9.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true))) false)),True
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 north true)) false)),True
50cb2852.json,(lambda (blocks_to_original_grid (map_blocks (find_blocks_by_black_b $0 true false) (lambda (fill_color (filter_block_tiles $0 (lambda (is_interior $0 true))) teal))) true true)),True
50cb2852.json,(lambda (to_original_grid_overlay (fill_color (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) teal) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true false) false) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) (lambda (is_interior $0 (is_interior $0 true)))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) false) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) teal) (lambda (is_interior $0 true))) true)),True
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) teal) (lambda (is_interior $0 true))) true)),True
5117e062.json,(lambda (to_min_grid (fill_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) (nth_primary_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) 0)) false)),True
5521c0d9.json,(lambda (blocks_to_original_grid (map_blocks (find_same_color_blocks $0 true false) (lambda (move $0 (get_height $0) north false))) false true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true)),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false)),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (remove_black_b (grid_to_block $0)) 0)) false)),True
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false) false)),True
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true) false)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (duplicate (grid_to_block $0) east 1) 0)) false)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (move (grid_to_block $0) 1 south false) 0)) false)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (move (grid_to_block $0) 1 south false) (nth_primary_color (grid_to_block $0) 0)) false)),True
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grow (grid_to_block $0) 1) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (replace_color (grid_to_block $0) orange grey) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (replace_color (grid_to_block $0) orange grey) (nth_primary_color (grid_to_block $0) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (replace_color (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) orange grey) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (wrap_block (grid_to_block $0) invisible false) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (nth_primary_color (grid_to_block $0) 0)) true)),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean false))),True
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean true))),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean false))),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean true))),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (box_block (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 0)) false)),True
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (box_block (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 0)) true)),True
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black orange) false)),True
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black orange) true)),True
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black orange) false)),True
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black orange) true)),True
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) (nth_primary_color (grid_to_block $0) 7)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),True
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (grid_to_block $1) 3 east true)))))) true)),True
